Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/Addresss/,369,0,700.0,755.4813410297998,103.69555400393438,1681.3671069976408,236.93224932249322,4.433816572353917,0.0,700,850,950,1000,1200,1400,1400,1500,1700,1700,1700
POST,/api/BasketItems/,2293,724,610.0,657.7971481303756,7.333988993195817,1629.908004993922,214.87963366768426,27.552144716551577,8.699412461745897,610,770,870,920,1100,1300,1400,1400,1500,1600,1600
POST,/api/Cards/,722,0,730.0,759.1295776456363,85.15108400024474,1537.95715700835,190.07617728531855,8.675380935608477,0.0,730,860,920,980,1200,1300,1400,1400,1500,1500,1500
POST,/api/Users/,100,0,350.0,617.6237654307624,263.95076399785466,1561.4485230034916,313.22,1.2015763068709802,0.0,350,490,840,1000,1500,1500,1600,1600,1600,1600,1600
POST,/rest/basket/10/checkout,6,0,740.0,874.2954115004977,313.91382300353143,1450.0982360041235,45.0,0.07209457841225882,0.0,990,990,1000,1000,1500,1500,1500,1500,1500,1500,1500
POST,/rest/basket/100/checkout,3,0,950.0,962.5978776700018,589.7194290009793,1345.727659005206,45.0,0.03604728920612941,0.0,950,950,1300,1300,1300,1300,1300,1300,1300,1300,1300
POST,/rest/basket/101/checkout,4,0,920.0,805.307148501015,390.70652799273375,957.4213270097971,45.0,0.04806305227483921,0.0,950,950,960,960,960,960,960,960,960,960,960
POST,/rest/basket/102/checkout,4,0,750.0,740.0556207503541,437.55257900920697,900.2665419975528,45.0,0.04806305227483921,0.0,870,870,900,900,900,900,900,900,900,900,900
POST,/rest/basket/103/checkout,1,0,895.717823994346,895.717823994346,895.717823994346,895.717823994346,45.0,0.012015763068709802,0.0,900,900,900,900,900,900,900,900,900,900,900
POST,/rest/basket/104/checkout,4,0,860.0,710.3155382574187,109.51408800610807,949.6383180085104,45.0,0.04806305227483921,0.0,920,920,950,950,950,950,950,950,950,950,950
POST,/rest/basket/105/checkout,3,0,500.0,658.1680496698633,459.7941020037979,1016.6062939970288,45.0,0.03604728920612941,0.0,500,500,1000,1000,1000,1000,1000,1000,1000,1000,1000
POST,/rest/basket/11/checkout,2,0,940.0,1042.5802105019102,938.3135079988278,1146.8469130049925,45.0,0.024031526137419604,0.0,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
POST,/rest/basket/12/checkout,2,0,1144.5057750097476,1148.8452725097886,1144.5057750097476,1153.1847700098297,45.0,0.024031526137419604,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
POST,/rest/basket/13/checkout,4,0,770.0,816.7208849990857,464.62387799692806,1178.7647290038876,45.0,0.04806305227483921,0.0,850,850,1200,1200,1200,1200,1200,1200,1200,1200,1200
POST,/rest/basket/14/checkout,1,0,1271.8696739902953,1271.8696739902953,1271.8696739902953,1271.8696739902953,45.0,0.012015763068709802,0.0,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
POST,/rest/basket/15/checkout,3,0,830.0,890.0944479973987,551.4782929967623,1290.572894999059,45.0,0.03604728920612941,0.0,830,830,1300,1300,1300,1300,1300,1300,1300,1300,1300
POST,/rest/basket/16/checkout,3,0,1100.0,963.5463546631703,458.23919599934015,1328.690619993722,45.0,0.03604728920612941,0.0,1100,1100,1300,1300,1300,1300,1300,1300,1300,1300,1300
POST,/rest/basket/17/checkout,5,0,780.0,897.6476504001766,623.7064360029763,1410.3401159954956,45.0,0.06007881534354901,0.0,780,900,900,1400,1400,1400,1400,1400,1400,1400,1400
POST,/rest/basket/18/checkout,5,0,990.0,947.8469369991217,758.774991001701,1117.1629099990241,45.0,0.06007881534354901,0.0,990,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
POST,/rest/basket/19/checkout,3,0,850.0,709.1859403347675,415.1028499909444,861.3156680075917,45.0,0.03604728920612941,0.0,850,850,860,860,860,860,860,860,860,860,860
POST,/rest/basket/20/checkout,3,0,1100.0,1176.5208040063346,934.9600240093423,1474.194788999739,45.0,0.03604728920612941,0.0,1100,1100,1500,1500,1500,1500,1500,1500,1500,1500,1500
POST,/rest/basket/21/checkout,4,0,390.0,724.2544115033525,247.85085700568743,1372.0680710102897,45.0,0.04806305227483921,0.0,880,880,1400,1400,1400,1400,1400,1400,1400,1400,1400
POST,/rest/basket/22/checkout,4,0,900.0,910.2281262530596,458.1335230031982,1365.8069210068788,45.0,0.04806305227483921,0.0,920,920,1400,1400,1400,1400,1400,1400,1400,1400,1400
POST,/rest/basket/23/checkout,3,0,700.0,844.3201810005121,676.8592759908643,1157.821735003381,45.0,0.03604728920612941,0.0,700,700,1200,1200,1200,1200,1200,1200,1200,1200,1200
POST,/rest/basket/24/checkout,5,0,780.0,735.4552765988046,266.6656880028313,1010.2681450080127,45.0,0.06007881534354901,0.0,780,980,980,1000,1000,1000,1000,1000,1000,1000,1000
POST,/rest/basket/25/checkout,5,0,700.0,760.5946570023661,422.63212900434155,1122.6232939952752,45.0,0.06007881534354901,0.0,700,990,990,1100,1100,1100,1100,1100,1100,1100,1100
POST,/rest/basket/26/checkout,5,0,800.0,732.9486204020213,287.3029300099006,964.1217580065131,45.0,0.06007881534354901,0.0,800,830,830,960,960,960,960,960,960,960,960
POST,/rest/basket/27/checkout,5,0,720.0,811.293818600825,498.7822890107054,1299.8615199903725,45.0,0.06007881534354901,0.0,720,870,870,1300,1300,1300,1300,1300,1300,1300,1300
POST,/rest/basket/28/checkout,3,0,420.0,664.9064336670563,358.24762099946383,1213.1924690038431,45.0,0.03604728920612941,0.0,420,420,1200,1200,1200,1200,1200,1200,1200,1200,1200
POST,/rest/basket/29/checkout,5,0,890.0,935.7965677947504,528.4167419886217,1392.8259810054442,45.0,0.06007881534354901,0.0,890,1200,1200,1400,1400,1400,1400,1400,1400,1400,1400
POST,/rest/basket/30/checkout,3,0,800.0,847.1035763359396,638.375807000557,1107.9033400019398,45.0,0.03604728920612941,0.0,800,800,1100,1100,1100,1100,1100,1100,1100,1100,1100
POST,/rest/basket/31/checkout,5,0,560.0,599.2682338051964,271.62082500581164,1017.5992169970414,45.0,0.06007881534354901,0.0,560,640,640,1000,1000,1000,1000,1000,1000,1000,1000
POST,/rest/basket/32/checkout,3,0,580.0,665.9168689996781,487.62922099558637,927.7238700015005,45.0,0.03604728920612941,0.0,580,580,930,930,930,930,930,930,930,930,930
POST,/rest/basket/33/checkout,4,0,710.0,872.44072224712,566.2366409960669,1303.5719850013265,45.0,0.04806305227483921,0.0,910,910,1300,1300,1300,1300,1300,1300,1300,1300,1300
POST,/rest/basket/34/checkout,4,0,770.0,938.8512672521756,702.0842140045715,1411.273503996199,45.0,0.04806305227483921,0.0,870,870,1400,1400,1400,1400,1400,1400,1400,1400,1400
POST,/rest/basket/35/checkout,4,0,920.0,812.8299282470834,432.2218199959025,981.2705920048757,45.0,0.04806305227483921,0.0,920,920,980,980,980,980,980,980,980,980,980
POST,/rest/basket/36/checkout,3,0,720.0,784.7085413328992,648.2956550025847,988.898256997345,45.0,0.03604728920612941,0.0,720,720,990,990,990,990,990,990,990,990,990
POST,/rest/basket/37/checkout,4,0,620.0,697.3855824981001,599.9430189986015,882.2686769999564,45.0,0.04806305227483921,0.0,690,690,880,880,880,880,880,880,880,880,880
POST,/rest/basket/38/checkout,5,0,610.0,671.6298182058381,457.97988001140766,1039.5834970113356,45.0,0.06007881534354901,0.0,610,710,710,1000,1000,1000,1000,1000,1000,1000,1000
POST,/rest/basket/39/checkout,3,0,800.0,960.6032123313829,705.6832929956727,1377.4364549899474,45.0,0.03604728920612941,0.0,800,800,1400,1400,1400,1400,1400,1400,1400,1400,1400
POST,/rest/basket/40/checkout,2,0,610.0,674.7556995032937,607.5551399990218,741.9562590075657,45.0,0.024031526137419604,0.0,740,740,740,740,740,740,740,740,740,740,740
POST,/rest/basket/41/checkout,2,0,423.5740220028674,488.0854655057192,423.5740220028674,552.596909008571,45.0,0.024031526137419604,0.0,550,550,550,550,550,550,550,550,550,550,550
POST,/rest/basket/42/checkout,3,0,380.0,611.7098766602188,363.1205690035131,1091.8639499868732,45.0,0.03604728920612941,0.0,380,380,1100,1100,1100,1100,1100,1100,1100,1100,1100
POST,/rest/basket/43/checkout,4,0,490.0,541.7322152497945,302.870764004183,736.9191219913773,45.0,0.04806305227483921,0.0,640,640,740,740,740,740,740,740,740,740,740
POST,/rest/basket/44/checkout,5,0,880.0,716.0412936005741,283.26706000370905,994.6160629915539,45.0,0.06007881534354901,0.0,880,910,910,990,990,990,990,990,990,990,990
POST,/rest/basket/45/checkout,4,0,420.0,824.3208202475216,389.92995899752714,1293.7996969994856,45.0,0.04806305227483921,0.0,1200,1200,1300,1300,1300,1300,1300,1300,1300,1300,1300
POST,/rest/basket/46/checkout,4,0,530.0,647.9533559977426,376.687194002443,864.8211499967147,45.0,0.04806305227483921,0.0,820,820,860,860,860,860,860,860,860,860,860
POST,/rest/basket/47/checkout,7,0,600.0,627.2132684264632,421.2189289974049,1069.6006229991326,45.0,0.08411034148096862,0.0,600,650,650,650,1100,1100,1100,1100,1100,1100,1100
POST,/rest/basket/48/checkout,5,0,740.0,668.6178722011391,393.1833770038793,970.7525739941048,45.0,0.06007881534354901,0.0,740,810,810,970,970,970,970,970,970,970,970
POST,/rest/basket/49/checkout,4,0,870.0,982.3625112512673,693.0603090004297,1351.8822049954906,45.0,0.04806305227483921,0.0,1000,1000,1400,1400,1400,1400,1400,1400,1400,1400,1400
POST,/rest/basket/50/checkout,5,0,720.0,759.374977403786,564.5107730088057,1029.5833039999707,45.0,0.06007881534354901,0.0,720,780,780,1000,1000,1000,1000,1000,1000,1000,1000
POST,/rest/basket/51/checkout,3,0,890.0,838.7037973395005,713.5462700098287,911.632510003983,45.0,0.03604728920612941,0.0,890,890,910,910,910,910,910,910,910,910,910
POST,/rest/basket/53/checkout,4,0,580.0,687.9274104976503,482.6102459919639,1029.6790059946943,45.0,0.04806305227483921,0.0,650,650,1000,1000,1000,1000,1000,1000,1000,1000,1000
POST,/rest/basket/54/checkout,4,0,530.0,666.8953437510936,412.5503740069689,1038.556592000532,45.0,0.04806305227483921,0.0,680,680,1000,1000,1000,1000,1000,1000,1000,1000,1000
POST,/rest/basket/55/checkout,2,0,960.0,972.4147529996117,958.4446859953459,986.3848200038774,45.0,0.024031526137419604,0.0,990,990,990,990,990,990,990,990,990,990,990
POST,/rest/basket/56/checkout,4,0,690.0,778.6213670042343,569.3746290053241,968.9786540111527,45.0,0.04806305227483921,0.0,890,890,970,970,970,970,970,970,970,970,970
POST,/rest/basket/57/checkout,5,0,770.0,768.7620781973237,501.01551599800587,1116.9324859947665,45.0,0.06007881534354901,0.0,770,870,870,1100,1100,1100,1100,1100,1100,1100,1100
POST,/rest/basket/58/checkout,2,0,940.0,950.8919685031287,939.1181800019694,962.665757004288,45.0,0.024031526137419604,0.0,960,960,960,960,960,960,960,960,960,960,960
POST,/rest/basket/59/checkout,3,0,720.0,788.5725619998993,653.6444910016144,996.6380249970825,45.0,0.03604728920612941,0.0,720,720,1000,1000,1000,1000,1000,1000,1000,1000,1000
POST,/rest/basket/6/checkout,2,0,190.0,741.1796099913772,186.30686699179932,1296.0523529909551,45.0,0.024031526137419604,0.0,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
POST,/rest/basket/60/checkout,1,0,848.0822129931767,848.0822129931767,848.0822129931767,848.0822129931767,45.0,0.012015763068709802,0.0,850,850,850,850,850,850,850,850,850,850,850
POST,/rest/basket/61/checkout,3,0,460.0,775.5271573356973,439.70989499939606,1430.608167007449,45.0,0.03604728920612941,0.0,460,460,1400,1400,1400,1400,1400,1400,1400,1400,1400
POST,/rest/basket/62/checkout,4,0,750.0,743.6737099960737,521.2064549996285,909.373478993075,45.0,0.04806305227483921,0.0,790,790,910,910,910,910,910,910,910,910,910
POST,/rest/basket/64/checkout,3,0,700.0,796.0777793293042,546.4926939894212,1140.9798829990905,45.0,0.03604728920612941,0.0,700,700,1100,1100,1100,1100,1100,1100,1100,1100,1100
POST,/rest/basket/65/checkout,3,0,810.0,933.55038233373,712.2454430063954,1283.3167439966928,45.0,0.03604728920612941,0.0,810,810,1300,1300,1300,1300,1300,1300,1300,1300,1300
POST,/rest/basket/66/checkout,3,0,780.0,915.5940043419832,629.3445750052342,1339.250286007882,45.0,0.03604728920612941,0.0,780,780,1300,1300,1300,1300,1300,1300,1300,1300,1300
POST,/rest/basket/67/checkout,4,0,870.0,958.1193767480727,638.6222029977944,1164.9956269975519,45.0,0.04806305227483921,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
POST,/rest/basket/68/checkout,3,0,900.0,1035.8952129997003,798.1052310060477,1410.247644991614,45.0,0.03604728920612941,0.0,900,900,1400,1400,1400,1400,1400,1400,1400,1400,1400
POST,/rest/basket/69/checkout,3,0,800.0,971.5514949978873,733.3887799904915,1376.9075979944319,45.0,0.03604728920612941,0.0,800,800,1400,1400,1400,1400,1400,1400,1400,1400,1400
POST,/rest/basket/7/checkout,6,0,760.0,800.750702333365,609.5633110089693,1058.1341789948056,45.0,0.07209457841225882,0.0,810,810,840,840,1100,1100,1100,1100,1100,1100,1100
POST,/rest/basket/70/checkout,6,0,1100.0,1053.8805241691687,778.6209460027749,1347.4165920051746,45.0,0.07209457841225882,0.0,1100,1100,1200,1200,1300,1300,1300,1300,1300,1300,1300
POST,/rest/basket/71/checkout,3,0,870.0,1007.8599810027905,771.8333380034892,1377.2930609993637,45.0,0.03604728920612941,0.0,870,870,1400,1400,1400,1400,1400,1400,1400,1400,1400
POST,/rest/basket/72/checkout,3,0,730.0,678.2255546665207,462.65970000240486,845.8577069977764,45.0,0.03604728920612941,0.0,730,730,850,850,850,850,850,850,850,850,850
POST,/rest/basket/73/checkout,3,0,840.0,813.1727386644343,714.5330269995611,880.4650579986628,45.0,0.03604728920612941,0.0,840,840,880,880,880,880,880,880,880,880,880
POST,/rest/basket/74/checkout,3,0,1400.0,1137.6204040037312,612.5148690043716,1446.1676190112485,45.0,0.03604728920612941,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
POST,/rest/basket/75/checkout,1,0,518.1749149924144,518.1749149924144,518.1749149924144,518.1749149924144,45.0,0.012015763068709802,0.0,520,520,520,520,520,520,520,520,520,520,520
POST,/rest/basket/76/checkout,2,0,460.0,612.5676470037433,457.17772300122306,767.9575710062636,45.0,0.024031526137419604,0.0,770,770,770,770,770,770,770,770,770,770,770
POST,/rest/basket/77/checkout,1,0,953.509169004974,953.509169004974,953.509169004974,953.509169004974,45.0,0.012015763068709802,0.0,950,950,950,950,950,950,950,950,950,950,950
POST,/rest/basket/78/checkout,3,0,1000.0,883.4031720034545,424.81365699495655,1215.7604210078716,45.0,0.03604728920612941,0.0,1000,1000,1200,1200,1200,1200,1200,1200,1200,1200,1200
POST,/rest/basket/79/checkout,3,0,850.0,885.0973876687931,686.3536440068856,1123.0970960023114,45.0,0.03604728920612941,0.0,850,850,1100,1100,1100,1100,1100,1100,1100,1100,1100
POST,/rest/basket/8/checkout,6,0,760.0,874.3336520007384,536.1097889981465,1555.3999220137484,45.0,0.07209457841225882,0.0,760,760,900,900,1600,1600,1600,1600,1600,1600,1600
POST,/rest/basket/80/checkout,1,0,791.3128890068037,791.3128890068037,791.3128890068037,791.3128890068037,45.0,0.012015763068709802,0.0,790,790,790,790,790,790,790,790,790,790,790
POST,/rest/basket/81/checkout,5,0,630.0,749.4483148009749,516.7522150004515,1053.752040999825,45.0,0.06007881534354901,0.0,630,1000,1000,1100,1100,1100,1100,1100,1100,1100,1100
POST,/rest/basket/82/checkout,4,0,1000.0,1051.898994250223,909.2442889959784,1184.6399089990882,45.0,0.04806305227483921,0.0,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,1200
POST,/rest/basket/83/checkout,2,0,800.0,817.364718997851,796.1882539966609,838.5411839990411,45.0,0.024031526137419604,0.0,840,840,840,840,840,840,840,840,840,840,840
POST,/rest/basket/84/checkout,3,0,870.0,970.8093513327185,725.4041160049383,1315.7126199948834,45.0,0.03604728920612941,0.0,870,870,1300,1300,1300,1300,1300,1300,1300,1300,1300
POST,/rest/basket/85/checkout,3,0,740.0,720.2682506710213,528.1632109981729,888.9191850030329,45.0,0.03604728920612941,0.0,740,740,890,890,890,890,890,890,890,890,890
POST,/rest/basket/86/checkout,3,0,920.0,1044.816453999374,876.6035769949667,1339.2969480046304,45.0,0.03604728920612941,0.0,920,920,1300,1300,1300,1300,1300,1300,1300,1300,1300
POST,/rest/basket/87/checkout,5,0,910.0,920.4916848015273,538.8176050037146,1223.0490970105166,45.0,0.06007881534354901,0.0,910,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200
POST,/rest/basket/88/checkout,3,0,430.0,568.884997672285,318.86309300898574,958.0034020036692,45.0,0.03604728920612941,0.0,430,430,960,960,960,960,960,960,960,960,960
POST,/rest/basket/89/checkout,3,0,1300.0,1113.554904004559,612.9369340051198,1408.5214070073562,45.0,0.03604728920612941,0.0,1300,1300,1400,1400,1400,1400,1400,1400,1400,1400,1400
POST,/rest/basket/9/checkout,3,0,990.0,960.3268403297989,879.4036599865649,1009.7707910026656,45.0,0.03604728920612941,0.0,990,990,1000,1000,1000,1000,1000,1000,1000,1000,1000
POST,/rest/basket/90/checkout,3,0,500.0,517.7634976668438,429.826214996865,626.5702749951743,45.0,0.03604728920612941,0.0,500,500,630,630,630,630,630,630,630,630,630
POST,/rest/basket/91/checkout,4,0,900.0,1016.4105912481318,783.5929979919456,1359.5772800035775,45.0,0.04806305227483921,0.0,1000,1000,1400,1400,1400,1400,1400,1400,1400,1400,1400
POST,/rest/basket/92/checkout,3,0,500.0,633.4180733344207,422.29247000068426,981.9095610000659,45.0,0.03604728920612941,0.0,500,500,980,980,980,980,980,980,980,980,980
POST,/rest/basket/93/checkout,3,0,1100.0,973.5311023299195,611.9647939922288,1167.7635759988334,45.0,0.03604728920612941,0.0,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,1200
POST,/rest/basket/94/checkout,4,0,1000.0,1036.2158107564028,369.9636940000346,1445.6844460073626,45.0,0.04806305227483921,0.0,1300,1300,1400,1400,1400,1400,1400,1400,1400,1400,1400
POST,/rest/basket/95/checkout,4,0,820.0,892.8258887499396,530.0245190010173,1259.1021900007036,45.0,0.04806305227483921,0.0,960,960,1300,1300,1300,1300,1300,1300,1300,1300,1300
POST,/rest/basket/96/checkout,1,0,1031.424293993041,1031.424293993041,1031.424293993041,1031.424293993041,45.0,0.012015763068709802,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
POST,/rest/basket/97/checkout,2,0,554.7411349980393,745.7349235046422,554.7411349980393,936.7287120112451,45.0,0.024031526137419604,0.0,940,940,940,940,940,940,940,940,940,940,940
POST,/rest/basket/98/checkout,3,0,810.0,800.780463333164,647.8727630019421,945.6295349955326,45.0,0.03604728920612941,0.0,810,810,950,950,950,950,950,950,950,950,950
POST,/rest/basket/99/checkout,3,0,740.0,676.3049893343123,314.15973500406835,971.6027090034913,45.0,0.03604728920612941,0.0,740,740,970,970,970,970,970,970,970,970,970
GET,/rest/products/search?q=,793,0,300.0,304.4900512485369,13.240949003375135,692.2713880048832,12895.0,9.528500113486873,0.0,300,360,400,430,470,510,570,590,690,690,690
POST,/rest/user/login,100,0,230.0,268.39637168115587,18.23701898683794,633.3449670055415,821.24,1.2015763068709802,0.0,240,380,450,460,510,570,610,630,630,630,630
,Aggregated,4716,724,570.0,624.3240446799376,7.333988993195817,1681.3671069976408,2347.7137404580153,56.666338632035426,8.699412461745897,570,740,850,910,1100,1300,1400,1400,1600,1700,1700
